date,utc_hour,slot,ERA5_u_200hPa,ERA5_v_200hPa,ERA5_u_300hPa,ERA5_v_300hPa
2015-01-11,0,0,3.034088134765625,0.6250762939453125,-3.000152587890625,-6.47906494140625
2015-01-11,6,1,1.293426513671875,-3.17291259765625,-3.9960174560546875,-4.88726806640625
2015-01-11,12,2,-2.8883819580078125,-3.025146484375,-3.82586669921875,-5.382232666015625
2015-01-11,18,3,-5.91314697265625,-2.8103485107421875,-1.4766845703125,-2.8407440185546875
2015-01-12,0,0,-5.862640380859375,0.7685089111328125,-3.52801513671875,-3.2860870361328125
2015-01-12,6,1,-4.7746429443359375,1.9749755859375,-4.8797454833984375,-3.0733642578125
2015-01-12,12,2,-2.6187286376953125,-1.2529144287109375,-3.3273468017578125,0.09173583984375
2015-01-12,18,3,-2.768310546875,-4.7578887939453125,-2.1575927734375,1.3450469970703125
2015-01-13,0,0,-2.1988067626953125,-7.2748260498046875,1.5077667236328125,0.1796722412109375
2015-01-13,6,1,-8.019546508789062,-8.018096923828125,2.8585968017578125,0.637237548828125
2015-01-13,12,2,-7.6934051513671875,-6.7693328857421875,3.543182373046875,-2.4757080078125
2015-01-13,18,3,-4.0899505615234375,-4.5385284423828125,2.300750732421875,-7.8907623291015625
2015-01-14,0,0,-1.280609130859375,-5.2808837890625,-3.0801239013671875,-6.032196044921875
2015-01-14,6,1,3.0091705322265625,-2.81524658203125,1.8451690673828125,-4.6685333251953125
2015-01-14,12,2,4.4086456298828125,-0.10589599609375,4.7454071044921875,-4.48779296875
2015-01-14,18,3,9.496231079101562,-2.3252105712890625,6.4739227294921875,-6.7927093505859375
2015-01-15,0,0,13.63360595703125,-6.7465057373046875,9.005157470703125,-5.7291107177734375
2015-01-15,6,1,16.375198364257812,-4.8637237548828125,10.306625366210938,-8.346832275390625
2015-01-15,12,2,15.464431762695312,-2.858062744140625,10.3646240234375,-3.694488525390625
2015-01-15,18,3,16.924331665039062,0.39178466796875,11.107666015625,-0.4924163818359375
2015-01-16,0,0,18.437637329101562,1.4758453369140625,12.196273803710938,-1.9539337158203125
2015-01-16,6,1,22.184906005859375,3.95361328125,12.049636840820312,-4.075897216796875
2015-01-16,12,2,21.819442749023438,2.3900146484375,13.638580322265625,-7.0413970947265625
2015-01-16,18,3,23.301849365234375,0.72320556640625,14.568267822265625,-8.805023193359375
2015-01-17,0,0,22.941116333007812,-0.19573974609375,17.499252319335938,-13.835174560546875
2015-01-17,6,1,21.37188720703125,-2.521392822265625,15.845565795898438,-16.42388916015625
2015-01-17,12,2,19.907684326171875,-7.5165252685546875,12.668487548828125,-17.540939331054688
2015-01-17,18,3,14.402923583984375,-9.687545776367188,8.42950439453125,-15.077255249023438
2015-01-18,0,0,13.41339111328125,-12.407989501953125,6.44256591796875,-11.783660888671875
2015-01-18,6,1,11.7174072265625,-10.309494018554688,5.6512451171875,-9.714340209960938
2015-01-18,12,2,15.228012084960938,-14.836288452148438,6.58953857421875,-5.666961669921875
2015-01-18,18,3,8.206817626953125,-16.62933349609375,6.30767822265625,-0.8884124755859375
2015-01-19,0,0,4.0848236083984375,-9.159591674804688,4.542724609375,0.48187255859375
2015-01-19,6,1,1.0351409912109375,-0.310943603515625,4.785858154296875,1.1562347412109375
2015-01-19,12,2,2.5531768798828125,3.9221649169921875,3.714752197265625,2.16033935546875
2015-01-19,18,3,2.8736114501953125,6.8413543701171875,2.81256103515625,4.101104736328125
2015-01-20,0,0,4.688201904296875,5.82696533203125,2.4485015869140625,7.68792724609375
2015-01-20,6,1,6.684844970703125,5.1363525390625,3.5186767578125,8.009445190429688
2015-01-20,12,2,5.557952880859375,7.8482208251953125,3.4008331298828125,8.677459716796875
2015-01-20,18,3,4.63671875,6.6774444580078125,1.6642913818359375,12.661666870117188
2015-01-21,0,0,6.4504241943359375,7.0780181884765625,1.69659423828125,13.218002319335938
2015-01-21,6,1,7.062286376953125,8.2298583984375,3.7725830078125,11.92822265625
2015-01-21,12,2,7.1967010498046875,8.768402099609375,6.02081298828125,8.740951538085938
2015-01-21,18,3,3.809234619140625,9.241226196289062,3.8212890625,8.645263671875
2015-01-22,0,0,0.1194610595703125,7.3433990478515625,2.2467498779296875,8.576751708984375
2015-01-22,6,1,-0.931549072265625,4.6598968505859375,0.571319580078125,6.3874664306640625
2015-01-22,12,2,-0.047515869140625,3.8059234619140625,0.61602783203125,5.743927001953125
2015-01-22,18,3,0.45416259765625,5.054351806640625,-1.747283935546875,9.773025512695312
2015-01-23,0,0,0.86181640625,5.8189544677734375,-3.353057861328125,10.6422119140625
2015-01-23,6,1,3.02752685546875,8.433258056640625,-3.9461822509765625,12.427642822265625
2015-01-23,12,2,3.0845947265625,6.0897674560546875,-1.387969970703125,13.989715576171875
2015-01-23,18,3,4.1797637939453125,5.60528564453125,2.5387725830078125,16.960739135742188
2015-01-24,0,0,5.7066192626953125,2.1411590576171875,1.5298309326171875,13.132064819335938
2015-01-24,6,1,6.4905242919921875,1.60870361328125,2.0048828125,10.950759887695312
2015-01-24,12,2,4.615936279296875,5.8062591552734375,2.1331787109375,11.96868896484375
2015-01-24,18,3,6.445098876953125,4.8213653564453125,0.0833740234375,16.613494873046875
2015-01-25,0,0,4.6778106689453125,3.0907745361328125,-1.4628753662109375,16.055679321289062
2015-01-25,6,1,3.555023193359375,2.87261962890625,-2.3615264892578125,15.06427001953125
2015-01-25,12,2,4.3611297607421875,4.52435302734375,-3.725372314453125,14.97509765625
2015-01-25,18,3,4.8421630859375,5.42864990234375,-4.4078826904296875,17.357025146484375
2015-01-26,0,0,6.4077911376953125,8.12677001953125,-2.5918121337890625,17.021026611328125
2015-01-26,6,1,8.150634765625,10.937545776367188,-1.3794708251953125,14.529739379882812
2015-01-26,12,2,8.304229736328125,13.55462646484375,0.6435394287109375,13.715835571289062
2015-01-26,18,3,9.128341674804688,15.038848876953125,2.676788330078125,12.855606079101562
2015-01-27,0,0,7.121856689453125,18.10711669921875,4.1400299072265625,10.685867309570312
2015-01-27,6,1,7.4188995361328125,14.987045288085938,3.261138916015625,9.038406372070312
2015-01-27,12,2,6.6986846923828125,16.881271362304688,6.2617645263671875,7.1770172119140625
2015-01-27,18,3,7.78607177734375,18.66650390625,8.822265625,7.955413818359375
2015-01-28,0,0,6.181671142578125,17.940277099609375,13.261184692382812,8.490432739257812
2015-01-28,6,1,11.201278686523438,18.79119873046875,13.696395874023438,9.383743286132812
2015-01-28,12,2,11.954574584960938,20.509201049804688,14.701187133789062,9.158126831054688
2015-01-28,18,3,12.18304443359375,20.116104125976562,17.689697265625,7.7393341064453125
2015-01-29,0,0,11.622833251953125,23.496307373046875,17.591445922851562,5.1404571533203125
2015-01-29,6,1,12.735244750976562,21.439956665039062,16.237747192382812,4.8470611572265625
2015-01-29,12,2,12.631378173828125,16.004287719726562,15.144256591796875,3.881500244140625
2015-01-29,18,3,13.1038818359375,12.299697875976562,14.767562866210938,0.5158233642578125
2015-01-30,0,0,11.563491821289062,7.8823394775390625,16.931930541992188,-1.4156341552734375
2015-01-30,6,1,11.991943359375,5.7425994873046875,16.890090942382812,0.0951690673828125
2015-01-30,12,2,16.228607177734375,0.02203369140625,14.746826171875,-5.86083984375
2015-01-30,18,3,14.037078857421875,-3.85858154296875,5.0834808349609375,-12.119644165039062
2015-01-31,0,0,5.8524017333984375,-4.593353271484375,2.027679443359375,-19.318954467773438
2015-01-31,6,1,5.0172271728515625,-5.5488433837890625,2.5667572021484375,-12.479476928710938
2015-01-31,12,2,6.00732421875,-3.8689117431640625,3.42218017578125,-9.588897705078125
2015-01-31,18,3,6.6690673828125,-2.60400390625,5.3793182373046875,-6.0572357177734375
2015-02-01,0,0,6.92083740234375,0.7523345947265625,8.910385131835938,-5.8910369873046875
2015-02-01,6,1,7.396697998046875,3.3269195556640625,9.937957763671875,-3.51861572265625
2015-02-01,12,2,10.259857177734375,8.1585693359375,10.081771850585938,-3.0522613525390625
2015-02-01,18,3,9.3367919921875,12.25665283203125,9.22271728515625,1.4276885986328125
2015-02-02,0,0,10.18731689453125,12.789321899414062,10.932159423828125,3.827606201171875
2015-02-02,6,1,9.585433959960938,13.835220336914062,10.577804565429688,5.4005126953125
2015-02-02,12,2,9.157485961914062,16.908340454101562,11.5518798828125,5.5674896240234375
2015-02-02,18,3,8.544937133789062,13.386276245117188,11.960418701171875,3.54681396484375
2015-02-03,0,0,7.515533447265625,13.128997802734375,9.20477294921875,4.9619140625
2015-02-03,6,1,6.023345947265625,16.285247802734375,9.628890991210938,6.1114654541015625
2015-02-03,12,2,7.243133544921875,18.64105224609375,10.60150146484375,8.485244750976562
2015-02-03,18,3,8.248565673828125,20.829605102539062,10.185440063476562,6.594940185546875
2015-02-04,0,0,11.003067016601562,15.257522583007812,10.720367431640625,5.418426513671875
2015-02-04,6,1,12.280380249023438,13.081069946289062,8.937637329101562,6.6043548583984375
2015-02-04,12,2,13.1572265625,13.51324462890625,8.79168701171875,10.421966552734375
2015-02-04,18,3,14.199447631835938,13.775802612304688,9.212142944335938,13.077880859375
2015-02-05,0,0,18.03759765625,11.929336547851562,10.630950927734375,9.485565185546875
2015-02-05,6,1,20.988418579101562,10.921493530273438,8.411956787109375,13.67071533203125
2015-02-05,12,2,25.575271606445312,7.55419921875,9.91314697265625,15.726760864257812
2015-02-05,18,3,26.793411254882812,6.032958984375,10.0521240234375,15.9564208984375
2015-02-06,0,0,22.296661376953125,11.434768676757812,10.441421508789062,17.476272583007812
2015-02-06,6,1,23.3648681640625,10.603347778320312,8.324615478515625,16.830657958984375
2015-02-06,12,2,21.033248901367188,11.77587890625,12.773452758789062,17.461517333984375
2015-02-06,18,3,26.294830322265625,8.86749267578125,13.955856323242188,19.644622802734375
2015-02-07,0,0,29.4482421875,3.6834716796875,14.589706420898438,20.801376342773438
2015-02-07,6,1,25.921234130859375,6.5857696533203125,10.343765258789062,19.800994873046875
2015-02-07,12,2,25.195327758789062,5.0818328857421875,11.59307861328125,20.333175659179688
2015-02-07,18,3,26.857437133789062,3.3041229248046875,16.594131469726562,18.356048583984375
2015-02-08,0,0,27.226181030273438,3.538482666015625,15.449432373046875,17.941986083984375
2015-02-08,6,1,24.459304809570312,2.6765899658203125,12.608993530273438,19.120285034179688
2015-02-08,12,2,22.077545166015625,8.657150268554688,16.722946166992188,15.620864868164062
2015-02-08,18,3,25.085159301757812,4.9412384033203125,11.592239379882812,23.558624267578125
2015-02-09,0,0,24.964401245117188,3.288330078125,11.517745971679688,23.207366943359375
2015-02-09,6,1,21.20892333984375,7.3345794677734375,14.358612060546875,22.2857666015625
2015-02-09,12,2,26.129226684570312,3.5628814697265625,11.757797241210938,24.395599365234375
2015-02-09,18,3,26.472412109375,7.9234466552734375,12.2216796875,27.447830200195312
2015-02-10,0,0,30.442138671875,4.5159912109375,10.35797119140625,29.5599365234375
2015-02-10,6,1,28.05108642578125,8.41357421875,10.418853759765625,27.997268676757812
2015-02-10,12,2,27.610610961914062,8.2769775390625,10.51190185546875,26.506332397460938
2015-02-10,18,3,29.716781616210938,7.9698944091796875,15.943771362304688,24.486068725585938
2015-02-11,0,0,25.227142333984375,11.99505615234375,16.804534912109375,23.881210327148438
2015-02-11,6,1,27.158920288085938,13.993087768554688,18.387359619140625,23.584014892578125
2015-02-11,12,2,27.554046630859375,14.632431030273438,21.473983764648438,21.328887939453125
2015-02-11,18,3,29.452011108398438,17.824813842773438,25.203628540039062,20.177215576171875
2015-02-12,0,0,28.573684692382812,20.922195434570312,31.17681884765625,13.078384399414062
2015-02-12,6,1,32.74803161621094,15.691055297851562,32.43898010253906,9.2816162109375
2015-02-12,12,2,35.26091003417969,8.39013671875,33.1571044921875,9.101104736328125
2015-02-12,18,3,33.3680419921875,4.2187042236328125,32.16239929199219,7.895355224609375
2015-02-13,0,0,34.52085876464844,-0.9441986083984375,31.580825805664062,9.568038940429688
2015-02-13,6,1,30.589340209960938,1.021270751953125,28.6473388671875,5.5130462646484375
2015-02-13,12,2,30.7630615234375,4.3304901123046875,27.82684326171875,5.3711090087890625
2015-02-13,18,3,29.088653564453125,5.5437469482421875,28.086013793945312,6.8177337646484375
2015-02-14,0,0,29.271011352539062,4.1576995849609375,26.77447509765625,7.1402587890625
2015-02-14,6,1,22.50482177734375,4.7834930419921875,24.423782348632812,1.421630859375
2015-02-14,12,2,19.592636108398438,5.089630126953125,25.795623779296875,-4.174163818359375
2015-02-14,18,3,17.237823486328125,3.001220703125,26.328018188476562,-2.4000701904296875
2015-02-15,0,0,14.965240478515625,8.480880737304688,22.341659545898438,0.21844482421875
2015-02-15,6,1,14.477691650390625,6.7213287353515625,19.33740234375,1.72369384765625
2015-02-15,12,2,17.8057861328125,3.2831573486328125,23.478057861328125,2.167694091796875
2015-02-15,18,3,22.569000244140625,-2.654510498046875,21.088607788085938,6.0479888916015625
2015-02-16,0,0,24.167221069335938,-3.0027313232421875,22.071334838867188,3.3821868896484375
2015-02-16,6,1,15.852401733398438,-8.74090576171875,19.992416381835938,1.1863250732421875
2015-02-16,12,2,12.429962158203125,-7.659637451171875,7.241485595703125,-7.7159271240234375
2015-02-16,18,3,10.423202514648438,-5.2329254150390625,8.266204833984375,-7.370330810546875
2015-02-17,0,0,8.953887939453125,-2.18023681640625,4.92474365234375,-7.47076416015625
2015-02-17,6,1,7.078338623046875,0.8373870849609375,6.333038330078125,-5.925048828125
2015-02-17,12,2,6.8871917724609375,3.92578125,9.691970825195312,-6.7053375244140625
2015-02-17,18,3,8.265869140625,3.0641937255859375,11.468505859375,-6.9913787841796875
2015-02-18,0,0,8.781631469726562,0.6608734130859375,8.13214111328125,-9.151153564453125
2015-02-18,6,1,9.336944580078125,-0.770721435546875,6.5484619140625,-9.916458129882812
2015-02-18,12,2,10.413314819335938,-4.259368896484375,6.319793701171875,-7.8023223876953125
2015-02-18,18,3,7.673858642578125,-6.5170135498046875,6.0709381103515625,-4.6628265380859375
2015-02-19,0,0,6.134765625,-3.966156005859375,5.7555084228515625,-5.080810546875
2015-02-19,6,1,4.5445556640625,1.0368804931640625,6.2645263671875,-2.914642333984375
2015-02-19,12,2,4.8655242919921875,8.008804321289062,6.1497344970703125,-0.2355499267578125
2015-02-19,18,3,7.0619049072265625,7.77105712890625,9.2767333984375,4.47552490234375
2015-02-20,0,0,7.6652679443359375,9.04522705078125,10.562271118164062,3.265716552734375
2015-02-20,6,1,7.19873046875,9.64691162109375,9.941848754882812,3.8070831298828125
2015-02-20,12,2,7.9174957275390625,8.421356201171875,11.758758544921875,0.1453704833984375
2015-02-20,18,3,5.9211578369140625,12.560226440429688,9.59130859375,-5.55731201171875
2015-02-21,0,0,7.5927734375,6.5239105224609375,7.405303955078125,2.289276123046875
2015-02-21,6,1,7.963134765625,3.3215484619140625,7.04534912109375,4.0944061279296875
2015-02-21,12,2,8.545394897460938,2.3763275146484375,8.111419677734375,4.9515838623046875
2015-02-21,18,3,8.257644653320312,3.767547607421875,8.487884521484375,1.4128265380859375
2015-02-22,0,0,7.6385498046875,7.5829010009765625,8.926376342773438,0.6855621337890625
2015-02-22,6,1,4.598846435546875,11.034347534179688,8.503662109375,-1.02838134765625
2015-02-22,12,2,5.3487091064453125,14.227264404296875,11.517807006835938,-1.682952880859375
2015-02-22,18,3,3.8465576171875,10.814285278320312,10.135452270507812,-0.4235076904296875
2015-02-23,0,0,5.3626708984375,7.0984954833984375,10.347946166992188,0.3350372314453125
2015-02-23,6,1,6.0056304931640625,5.8162078857421875,10.74871826171875,-0.1039886474609375
2015-02-23,12,2,7.381927490234375,8.842788696289062,13.6304931640625,-3.3312530517578125
2015-02-23,18,3,5.193206787109375,14.975692749023438,13.041900634765625,-2.9635009765625
2015-02-24,0,0,5.3779754638671875,15.737564086914062,13.142181396484375,2.65716552734375
2015-02-24,6,1,9.718780517578125,13.721755981445312,13.395294189453125,3.297088623046875
2015-02-24,12,2,11.96868896484375,9.6846923828125,13.781356811523438,3.15478515625
2015-02-24,18,3,17.0985107421875,1.9149932861328125,13.70068359375,4.937957763671875
2015-02-25,0,0,17.713653564453125,1.1680908203125,17.578567504882812,0.9059600830078125
2015-02-25,6,1,17.385787963867188,2.1474609375,18.029647827148438,-2.99285888671875
2015-02-25,12,2,19.496185302734375,-4.2603912353515625,15.928680419921875,-1.6007232666015625
2015-02-25,18,3,18.999786376953125,-5.82049560546875,14.352890014648438,1.2740478515625
2015-02-26,0,0,17.940658569335938,-4.9055328369140625,14.43798828125,1.111724853515625
2015-02-26,6,1,17.85662841796875,-6.19830322265625,11.787689208984375,1.5983428955078125
2015-02-26,12,2,15.22412109375,-4.331573486328125,10.882476806640625,1.48516845703125
2015-02-26,18,3,17.21990966796875,-5.1038818359375,8.884201049804688,4.82904052734375
2015-02-27,0,0,18.146865844726562,-5.228302001953125,8.178970336914062,6.4451141357421875
2015-02-27,6,1,17.896636962890625,-7.6952056884765625,7.671112060546875,7.7152099609375
2015-02-27,12,2,23.465805053710938,-7.3167877197265625,8.821868896484375,6.6721343994140625
2015-02-27,18,3,23.082504272460938,-4.87213134765625,9.73895263671875,6.4743499755859375
2015-02-28,0,0,20.221588134765625,-6.3304443359375,10.807327270507812,5.778045654296875
2015-02-28,6,1,19.330718994140625,-10.92449951171875,12.17694091796875,7.1697540283203125
2015-02-28,12,2,20.9241943359375,-7.4795074462890625,11.58154296875,11.163818359375
2015-02-28,18,3,15.845977783203125,-7.7795257568359375,15.108123779296875,9.258438110351562
2015-03-01,0,0,14.757644653320312,-4.7813720703125,12.539276123046875,8.812957763671875
2015-03-01,6,1,8.8978271484375,-3.3774261474609375,9.424560546875,7.2205963134765625
2015-03-01,12,2,5.769317626953125,-0.72955322265625,8.565765380859375,8.14935302734375
2015-03-01,18,3,2.1089630126953125,-2.834564208984375,8.074996948242188,7.265106201171875
2015-03-02,0,0,0.5900115966796875,-2.120361328125,8.870025634765625,5.8150177001953125
2015-03-02,6,1,-2.0604095458984375,3.5355987548828125,7.732025146484375,4.9750823974609375
2015-03-02,12,2,1.5473480224609375,8.613754272460938,6.55108642578125,4.3656768798828125
2015-03-02,18,3,2.2484283447265625,5.6318206787109375,4.97216796875,4.334442138671875
2015-03-03,0,0,3.68475341796875,5.2601776123046875,6.7694091796875,2.2978515625
2015-03-03,6,1,3.0449066162109375,5.5308380126953125,5.9076080322265625,1.5194091796875
2015-03-03,12,2,4.4760589599609375,4.49346923828125,5.3123321533203125,1.0421295166015625
2015-03-03,18,3,4.8663787841796875,-0.0485076904296875,4.89569091796875,0.5445556640625
2015-03-04,0,0,6.6298065185546875,-2.5806121826171875,6.6357879638671875,2.1409149169921875
2015-03-04,6,1,4.1872406005859375,-3.7879180908203125,6.3408203125,1.1948394775390625
2015-03-04,12,2,1.8331451416015625,-1.3439483642578125,6.152862548828125,0.81982421875
2015-03-04,18,3,2.337738037109375,0.975372314453125,7.7514801025390625,0.122100830078125
2015-03-05,0,0,3.4853515625,1.6409454345703125,7.2775115966796875,0.5447998046875
2015-03-05,6,1,2.445831298828125,0.28033447265625,7.8206024169921875,-0.0204925537109375
2015-03-05,12,2,1.2592315673828125,1.4808807373046875,7.117919921875,0.29931640625
2015-03-05,18,3,-0.0960693359375,1.9888458251953125,5.79644775390625,0.5683135986328125
2015-03-06,0,0,0.175994873046875,0.4697113037109375,5.01031494140625,0.674530029296875
2015-03-06,6,1,-1.931793212890625,3.7664642333984375,3.3367767333984375,1.9367523193359375
2015-03-06,12,2,1.310089111328125,7.1697235107421875,3.2865142822265625,4.1414642333984375
2015-03-06,18,3,2.863922119140625,9.741073608398438,2.505889892578125,2.035797119140625
2015-03-07,0,0,3.362823486328125,10.853805541992188,2.0135955810546875,2.977386474609375
2015-03-07,6,1,5.6143798828125,7.0877227783203125,3.0114288330078125,6.2047271728515625
2015-03-07,12,2,8.666107177734375,7.483062744140625,1.4230499267578125,8.218307495117188
2015-03-07,18,3,10.872802734375,6.955230712890625,4.9725799560546875,9.5013427734375
2015-03-08,0,0,11.10186767578125,6.6714630126953125,7.4872283935546875,9.302276611328125
2015-03-08,6,1,9.422653198242188,8.447006225585938,8.949066162109375,9.608566284179688
2015-03-08,12,2,9.562515258789062,6.888763427734375,11.530654907226562,6.92919921875
2015-03-08,18,3,8.95361328125,7.7357330322265625,13.243850708007812,3.8213653564453125
2015-03-09,0,0,6.3472747802734375,8.036911010742188,12.954360961914062,2.90887451171875
2015-03-09,6,1,6.5308990478515625,8.634170532226562,10.709793090820312,0.6506500244140625
2015-03-09,12,2,7.7211151123046875,6.1646881103515625,8.592727661132812,0.335296630859375
2015-03-09,18,3,8.1512451171875,2.4701995849609375,6.2406463623046875,4.9307098388671875
2015-03-10,0,0,5.5467529296875,5.006805419921875,8.253265380859375,6.548797607421875
2015-03-10,6,1,3.9030914306640625,3.859405517578125,7.138427734375,6.676483154296875
2015-03-10,12,2,2.4577789306640625,5.12109375,8.46124267578125,4.611602783203125
2015-03-10,18,3,4.50372314453125,7.7577972412109375,9.889297485351562,3.475555419921875
2015-03-11,0,0,8.2989501953125,10.407745361328125,11.506637573242188,3.8509674072265625
2015-03-11,6,1,8.575454711914062,11.231903076171875,8.810928344726562,7.633941650390625
2015-03-11,12,2,5.38702392578125,17.117340087890625,9.115203857421875,8.831436157226562
2015-03-11,18,3,6.7073822021484375,17.474441528320312,11.358230590820312,9.949920654296875
2015-03-12,0,0,9.887603759765625,21.129150390625,13.148544311523438,13.545394897460938
2015-03-12,6,1,8.212677001953125,21.077392578125,13.00634765625,-0.007843017578125
2015-03-12,12,2,9.870391845703125,19.168411254882812,11.664657592773438,3.0892181396484375
2015-03-12,18,3,12.54638671875,18.675704956054688,9.537322998046875,5.6070098876953125
2015-03-13,0,0,14.377700805664062,14.763839721679688,13.724319458007812,3.21820068359375
2015-03-13,6,1,14.982559204101562,15.381683349609375,13.823974609375,4.188751220703125
2015-03-13,12,2,15.441146850585938,15.453170776367188,12.438507080078125,7.024749755859375
2015-03-13,18,3,14.11126708984375,16.757232666015625,15.848770141601562,6.4060516357421875
2015-03-14,0,0,16.936782836914062,9.67327880859375,17.35333251953125,7.7794342041015625
2015-03-14,6,1,18.27813720703125,9.39599609375,16.322616577148438,7.594329833984375
2015-03-14,12,2,22.87030029296875,7.0802154541015625,13.152511596679688,10.065048217773438
2015-03-14,18,3,24.121429443359375,4.223419189453125,13.76422119140625,10.190582275390625
2015-03-15,0,0,20.025711059570312,9.208572387695312,17.200286865234375,5.4962005615234375
2015-03-15,6,1,23.21759033203125,7.8717041015625,15.446517944335938,6.0436553955078125
2015-03-15,12,2,21.114730834960938,7.943328857421875,11.770919799804688,8.358291625976562
2015-03-15,18,3,21.123428344726562,5.5783538818359375,10.911148071289062,7.83953857421875
2015-03-16,0,0,21.52740478515625,7.90264892578125,11.809036254882812,7.9256591796875
2015-03-16,6,1,14.3128662109375,7.107147216796875,9.556320190429688,6.966888427734375
2015-03-16,12,2,17.705429077148438,7.9516448974609375,12.023605346679688,3.7077178955078125
2015-03-16,18,3,14.813568115234375,10.830795288085938,10.895401000976562,1.164031982421875
2015-03-17,0,0,16.338775634765625,9.517440795898438,8.886215209960938,-4.5628204345703125
2015-03-17,6,1,19.131561279296875,8.784820556640625,10.703903198242188,-8.900527954101562
2015-03-17,12,2,23.340911865234375,6.81890869140625,10.343551635742188,-7.4382781982421875
2015-03-17,18,3,22.553497314453125,4.9285430908203125,10.822189331054688,-5.4489288330078125
2015-03-18,0,0,30.688018798828125,-1.6840667724609375,12.680801391601562,-5.794891357421875
2015-03-18,6,1,23.438705444335938,0.683563232421875,7.838897705078125,-0.86083984375
2015-03-18,12,2,25.191452026367188,-0.4219818115234375,8.839920043945312,-1.00274658203125
2015-03-18,18,3,23.5126953125,-4.4754486083984375,7.5148773193359375,0.5581207275390625
2015-03-19,0,0,20.417633056640625,-3.827606201171875,10.02838134765625,0.0626373291015625
2015-03-19,6,1,15.111846923828125,-1.478607177734375,8.83380126953125,2.8422698974609375
2015-03-19,12,2,13.984420776367188,-2.971343994140625,11.770050048828125,4.84210205078125
