date,label,fetch_ok,min_bt_50km,mean_bt_50km,cold_pixels_count,nearest_dist_km,storm_detected
2015-09-26,1,,,,,,0
2015-09-27,1,,,,,,0
2015-09-30,0,,,,,,0
2015-10-04,1,,,,,,0
2015-10-06,1,,,,,,0
2015-10-11,0,,,,,,0
2015-10-12,0,,,,,,0
2015-10-13,0,,,,,,0
2015-10-19,0,,,,,,0
2015-10-20,0,,,,,,0
2015-10-24,0,,,,,,0
2015-10-27,0,,,,,,0
2015-10-28,1,,,,,,0
2015-10-30,0,,,,,,0
2015-10-31,0,,,,,,0
2015-11-02,1,,,,,,0
2015-11-03,1,,,,,,0
2015-11-04,1,,,,,,0
2015-11-09,0,,,,,,0
2015-11-12,0,,,,,,0
2015-11-16,0,,,,,,0
2015-11-20,0,,,,,,0
2015-11-24,0,,,,,,0
2015-11-25,0,,,,,,0
2015-12-04,0,,,,,,0
2015-12-05,0,,,,,,0
2015-12-07,0,,,,,,0
2015-12-11,0,,,,,,0
2015-12-12,0,,,,,,0
2015-12-14,0,,,,,,0
2015-12-15,0,,,,,,0
2015-12-25,0,,,,,,0
2015-12-30,0,,,,,,0
2015-12-31,0,,,,,,0
2016-01-06,0,,,,,,0
2016-01-07,0,,,,,,0
2016-01-09,0,,,,,,0
2016-01-10,0,,,,,,0
2016-01-16,0,,,,,,0
2016-01-17,0,,,,,,0
2016-01-28,0,,,,,,0
2016-01-31,0,,,,,,0
2016-02-08,0,,,,,,0
2016-02-12,0,,,,,,0
2016-02-22,0,,,,,,0
2016-02-24,0,,,,,,0
2016-03-12,0,,,,,,0
2016-03-13,1,,,,,,0
2016-03-15,1,,,,,,0
2016-03-16,1,,,,,,0
2016-03-17,1,,,,,,0
2016-03-22,0,,,,,,0
2016-03-31,0,,,,,,0
2016-04-06,0,,,,,,0
2016-04-08,0,,,,,,0
2016-04-09,0,,,,,,0
2016-04-12,0,,,,,,0
2016-04-14,0,,,,,,0
2016-04-21,0,,,,,,0
2016-04-25,1,,,,,,0
2016-04-29,0,,,,,,0
2016-05-01,0,,,,,,0
2016-05-02,1,,,,,,0
2016-05-03,0,,,,,,0
2016-05-05,1,,,,,,0
2016-05-06,1,,,,,,0
2016-05-08,1,,,,,,0
2016-05-11,0,,,,,,0
2016-05-12,0,,,,,,0
2016-05-15,0,,,,,,0
2016-05-16,0,,,,,,0
2016-05-18,1,,,,,,0
2016-05-20,1,,,,,,0
2016-05-24,0,,,,,,0
2016-05-25,0,,,,,,0
2016-05-28,1,,,,,,0
2016-05-29,1,,,,,,0
2016-06-01,1,,,,,,0
2016-06-02,1,,,,,,0
2016-06-03,1,,,,,,0
2016-06-06,1,,,,,,0
2016-06-07,0,,,,,,0
2016-06-11,0,,,,,,0
2016-06-13,0,,,,,,0
2016-06-21,0,,,,,,0
2016-06-27,1,,,,,,0
2016-06-28,1,,,,,,0
2016-06-29,1,,,,,,0
2016-06-30,1,,,,,,0
2016-07-02,0,,,,,,0
2016-07-03,0,,,,,,0
2016-07-09,0,,,,,,0
2016-07-10,0,,,,,,0
2016-07-16,1,,,,,,0
2016-07-17,1,,,,,,0
2016-07-20,1,,,,,,0
2016-07-22,0,,,,,,0
2016-07-25,1,,,,,,0
2016-07-28,1,,,,,,0
2016-07-29,1,,,,,,0
2016-07-30,1,,,,,,0
2016-08-01,0,,,,,,0
2016-08-06,0,,,,,,0
2016-08-07,0,,,,,,0
2016-08-11,0,,,,,,0
2016-08-27,0,,,,,,0
2016-08-28,0,,,,,,0
2016-08-31,1,,,,,,0
2016-09-08,0,,,,,,0
2016-09-14,0,,,,,,0
2016-09-21,0,,,,,,0
2016-09-24,0,,,,,,0
2016-09-27,0,,,,,,0
2016-10-04,0,,,,,,0
2016-10-07,0,,,,,,0
2016-10-18,0,,,,,,0
2016-11-03,0,,,,,,0
2016-11-05,0,,,,,,0
2016-11-07,0,,,,,,0
2016-11-08,0,,,,,,0
2016-11-11,0,,,,,,0
2016-11-14,0,,,,,,0
2016-11-19,0,,,,,,0
2016-11-21,0,,,,,,0
2016-11-30,0,,,,,,0
2016-12-10,0,,,,,,0
2016-12-21,0,,,,,,0
2017-01-05,0,,,,,,0
2017-01-13,0,,,,,,0
2017-01-18,0,,,,,,0
2017-01-26,0,,,,,,0
2017-01-27,0,,,,,,0
2017-01-28,0,,,,,,0
2017-02-08,0,,,,,,0
2017-02-10,0,,,,,,0
2017-02-22,0,,,,,,0
2017-03-01,0,,,,,,0
2017-03-06,1,,,,,,0
2017-03-07,1,,,,,,0
2017-03-09,0,,,,,,0
2017-03-20,0,,,,,,0
2017-03-25,0,,,,,,0
2017-04-02,0,,,,,,0
2017-04-05,1,,,,,,0
2017-04-06,1,,,,,,0
2017-04-08,0,,,,,,0
2017-04-16,1,,,,,,0
2017-04-17,1,,,,,,0
2017-04-19,0,,,,,,0
2017-04-20,1,,,,,,0
2017-04-24,0,,,,,,0
2017-04-25,1,,,,,,0
2017-04-26,1,,,,,,0
2017-04-28,1,,,,,,0
2017-04-29,1,,,,,,0
2017-04-30,0,,,,,,0
2017-05-01,1,,,,,,0
2017-05-04,0,,,,,,0
2017-05-05,0,,,,,,0
2017-05-06,1,,,,,,0
2017-05-07,1,,,,,,0
2017-05-08,1,,,,,,0
2017-05-10,1,,,,,,0
2017-05-11,1,,,,,,0
2017-05-14,1,,,,,,0
2017-05-15,1,,,,,,0
2017-05-16,1,,,,,,0
2017-05-17,1,,,,,,0
2017-05-18,1,,,,,,0
2017-05-19,1,,,,,,0
2017-05-20,1,,,,,,0
2017-05-21,1,,,,,,0
2017-05-22,1,,,,,,0
2017-05-23,1,,,,,,0
2017-05-24,1,,,,,,0
2017-05-26,1,,,,,,0
2017-05-27,1,,,,,,0
2017-06-05,1,,,,,,0
2017-06-09,1,,,,,,0
2017-06-10,0,,,,,,0
2017-06-14,0,,,,,,0
2017-06-16,1,,,,,,0
2017-06-17,0,,,,,,0
2017-06-20,0,,,,,,0
2017-06-24,0,,,,,,0
2017-06-28,0,,,,,,0
2017-07-02,0,,,,,,0
2017-07-05,1,,,,,,0
2017-07-06,0,,,,,,0
2017-07-08,0,,,,,,0
2017-07-10,0,,,,,,0
2017-07-11,0,,,,,,0
2017-07-12,1,,,,,,0
2017-07-13,0,,,,,,0
2017-07-19,0,,,,,,0
2017-07-20,0,,,,,,0
2017-07-27,1,,,,,,0
2017-07-30,1,,,,,,0
2017-08-02,0,,,,,,0
2017-08-11,1,,,,,,0
2017-08-12,0,,,,,,0
2017-08-14,0,,,,,,0
2017-08-15,1,,,,,,0
2017-08-16,1,,,,,,0
2017-08-18,0,,,,,,0
2017-08-22,1,,,,,,0
2017-08-23,1,,,,,,0
2017-08-24,1,,,,,,0
2017-08-31,1,,,,,,0
2017-09-01,1,,,,,,0
2017-09-02,1,,,,,,0
2017-09-03,1,,,,,,0
2017-09-04,1,,,,,,0
2017-09-06,1,,,,,,0
2017-09-07,1,,,,,,0
2017-09-08,1,,,,,,0
2017-09-10,1,,,,,,0
2017-09-16,0,,,,,,0
2017-09-21,0,,,,,,0
2017-09-24,0,,,,,,0
2017-09-25,1,,,,,,0
2017-09-26,1,,,,,,0
2017-09-27,1,,,,,,0
2017-09-29,0,,,,,,0
2017-10-01,1,,,,,,0
2017-10-02,1,,,,,,0
2017-10-03,0,,,,,,0
2017-10-04,1,,,,,,0
2017-10-05,1,,,,,,0
2017-10-06,1,,,,,,0
2017-10-07,1,,,,,,0
2017-10-08,1,,,,,,0
2017-10-09,1,,,,,,0
2017-10-11,1,,,,,,0
2017-11-11,0,,,,,,0
2017-11-13,0,,,,,,0
2017-11-15,0,,,,,,0
2017-12-04,0,,,,,,0
2017-12-05,0,,,,,,0
2017-12-07,0,,,,,,0
2017-12-15,0,,,,,,0
2017-12-22,0,,,,,,0
2017-12-23,0,,,,,,0
2017-12-27,0,,,,,,0
2018-01-11,0,,,,,,0
2018-01-16,0,,,,,,0
2018-01-25,0,,,,,,0
2018-02-09,1,,,,,,0
2018-02-18,0,,,,,,0
2018-02-23,0,,,,,,0
2018-03-07,0,,,,,,0
2018-03-12,0,,,,,,0
2018-03-15,1,,,,,,0
2018-03-16,1,,,,,,0
2018-03-17,1,,,,,,0
2018-03-19,0,,,,,,0
2018-03-24,0,,,,,,0
2018-03-28,0,,,,,,0
2018-03-29,1,,,,,,0
2018-03-30,1,,,,,,0
2018-03-31,1,,,,,,0
2018-04-02,1,,,,,,0
2018-04-06,0,,,,,,0
2018-04-07,0,,,,,,0
2018-04-09,0,,,,,,0
2018-04-12,0,,,,,,0
2018-04-16,1,,,,,,0
2018-04-19,1,,,,,,0
2018-04-20,1,,,,,,0
2018-04-22,1,,,,,,0
2018-04-24,1,,,,,,0
2018-04-25,0,,,,,,0
2018-04-27,0,,,,,,0
2018-04-30,1,,,,,,0
2018-05-01,1,,,,,,0
2018-05-02,1,,,,,,0
2018-05-03,1,,,,,,0
2018-05-05,0,,,,,,0
2018-05-08,1,,,,,,0
2018-05-09,0,,,,,,0
2018-05-10,1,,,,,,0
2018-05-11,1,,,,,,0
2018-05-12,1,,,,,,0
2018-05-13,1,,,,,,0
2018-05-14,1,,,,,,0
2018-05-15,1,,,,,,0
2018-05-18,1,,,,,,0
2018-05-19,1,,,,,,0
2018-05-20,1,,,,,,0
2018-05-21,1,,,,,,0
2018-05-22,0,,,,,,0
2018-05-23,1,,,,,,0
2018-05-24,0,,,,,,0
2018-05-25,1,,,,,,0
2018-05-26,1,,,,,,0
2018-05-27,1,,,,,,0
2018-05-30,1,,,,,,0
2018-06-01,1,,,,,,0
2018-06-02,1,,,,,,0
2018-06-03,1,,,,,,0
2018-06-05,0,,,,,,0
2018-06-15,1,,,,,,0
2018-06-16,1,,,,,,0
2018-06-17,1,,,,,,0
2018-06-18,1,,,,,,0
2018-06-20,0,,,,,,0
2018-06-26,0,,,,,,0
2018-07-29,0,,,,,,0
2018-08-05,0,,,,,,0
2018-08-06,0,,,,,,0
2018-08-08,0,,,,,,0
2018-08-09,0,,,,,,0
2018-08-11,0,,,,,,0
2018-08-16,0,,,,,,0
2018-08-19,0,,,,,,0
2018-08-27,0,,,,,,0
2018-09-06,0,,,,,,0
2018-09-11,1,,,,,,0
2018-09-13,1,,,,,,0
2018-09-14,1,,,,,,0
2018-09-15,1,,,,,,0
2018-09-16,1,,,,,,0
2018-09-17,1,,,,,,0
2018-09-20,1,,,,,,0
2018-09-23,1,,,,,,0
2018-09-24,1,,,,,,0
2018-09-25,1,,,,,,0
2018-09-26,1,,,,,,0
2018-09-27,1,,,,,,0
2018-09-30,0,,,,,,0
2018-10-03,0,,,,,,0
2018-10-11,0,,,,,,0
2018-10-15,0,,,,,,0
2018-10-28,0,,,,,,0
2018-11-19,0,,,,,,0
2018-11-27,0,,,,,,0
2018-12-06,0,,,,,,0
2018-12-13,0,,,,,,0
2018-12-15,0,,,,,,0
2018-12-19,0,,,,,,0
2018-12-24,0,,,,,,0
2018-12-25,0,,,,,,0
2018-12-30,0,,,,,,0
2019-03-10,0,,,,,,0
2019-03-12,0,,,,,,0
2019-03-15,0,,,,,,0
2019-03-18,0,,,,,,0
2019-03-28,0,,,,,,0
2019-04-04,0,,,,,,0
2019-04-09,0,,,,,,0
2019-04-12,0,,,,,,0
2019-04-18,0,,,,,,0
2019-04-21,0,,,,,,0
2019-05-05,0,,,,,,0
2019-05-11,0,,,,,,0
2019-05-16,0,,,,,,0
2019-06-01,0,,,,,,0
2019-06-03,0,,,,,,0
2019-06-09,0,,,,,,0
2019-06-16,0,,,,,,0
2019-06-22,0,,,,,,0
2019-06-27,0,,,,,,0
2019-07-09,0,,,,,,0
2019-07-12,0,,,,,,0
2019-07-13,0,,,,,,0
2019-07-27,0,,,,,,0
2019-08-11,0,,,,,,0
2019-08-16,0,,,,,,0
2019-08-23,0,,,,,,0
2019-08-26,0,,,,,,0
2019-08-27,0,,,,,,0
2019-08-29,0,,,,,,0
2019-08-30,0,,,,,,0
2019-09-06,0,,,,,,0
2019-09-13,0,,,,,,0
2019-09-21,0,,,,,,0
2019-09-24,0,,,,,,0
2019-09-27,0,,,,,,0
2019-10-02,1,,,,,,0
2019-10-05,0,,,,,,0
2019-10-07,1,,,,,,0
2019-10-10,0,,,,,,0
2019-10-21,0,,,,,,0
2019-11-10,0,,,,,,0
2019-11-18,0,,,,,,0
2019-11-20,0,,,,,,0
2019-11-21,0,,,,,,0
2019-11-25,0,,,,,,0
2019-11-30,0,,,,,,0
2019-12-03,0,,,,,,0
2019-12-14,0,1,-3.615,1.019,0,,False
2019-12-22,0,1,9.175,15.375,0,,False
2019-12-25,0,1,3.413,10.039,0,,False
2020-01-06,0,1,5.323,8.769,0,,False
2020-01-07,0,1,5.901,9.518,0,,False
2020-01-12,0,1,9.175,14.146,0,,False
2020-01-14,0,1,13.968,23.504,0,,False
2020-01-18,0,1,8.94,14.266,0,,False
2020-01-19,0,1,0.116,15.812,0,,False
2020-01-26,0,1,25.39,27.941,0,,False
2020-02-05,0,1,10.019,17.742,0,,False
2020-02-16,0,1,26.161,29.148,0,,False
2020-02-18,0,1,21.633,27.931,0,,False
2020-02-22,0,1,24.514,27.285,0,,False
2020-03-01,0,1,20.569,23.197,0,,False
2020-03-09,0,1,8.322,12.967,0,,False
2020-03-10,0,1,14.689,21.609,0,,False
2020-03-11,0,1,-0.046,20.044,0,,False
2020-03-12,0,1,16.687,24.161,0,,False
2020-03-17,0,1,17.496,27.902,0,,False
2020-03-20,1,1,-0.208,12.498,0,,False
2020-03-23,1,1,8.499,16.786,0,,False
2020-03-25,0,1,-6.045,11.926,0,,False
2020-03-28,0,1,28.345,33.627,0,,False
2020-03-30,0,1,27.662,31.696,0,,False
2020-04-06,1,1,-20.66,12.97,0,,False
2020-04-08,1,1,-3.345,18.871,0,,False
2020-04-09,1,1,-5.941,14.219,0,,False
2020-04-18,0,1,15.734,24.328,0,,False
2020-04-21,0,1,22.482,29.157,0,,False
2020-04-23,1,1,-9.559,10.499,0,,False
2020-04-24,1,1,-55.414,-45.294,400,2.165,True
2020-04-25,1,1,-5.422,6.588,0,,False
2020-04-26,1,1,-62.708,-34.648,200,2.165,True
2020-04-27,1,1,-35.318,-5.967,0,,False
2020-04-29,1,1,-43.255,-26.782,10,34.604,True
2020-05-03,1,1,-33.613,-2.7,0,,False
2020-05-05,0,1,17.818,22.596,0,,False
2020-05-06,1,1,-51.785,-17.4,35,22.503,True
2020-05-10,0,1,-56.172,-14.442,10,32.097,True
2020-05-11,0,1,-48.132,-6.836,50,20.572,True
2020-05-17,1,1,-65.884,-46.387,364,2.165,True
2020-05-18,1,1,-52.49,-29.62,101,11.105,True
2020-05-19,0,1,-64.314,-17.964,104,20.572,True
2020-05-23,0,1,-11.505,9.287,0,,False
2020-05-24,1,1,17.604,21.757,0,,False
2020-05-26,1,1,16.903,19.877,0,,False
2020-05-27,1,1,-1.219,16.823,0,,False
2020-05-28,1,1,10.799,16.443,0,,False
2020-05-29,1,1,-17.939,14.171,0,,False
2020-05-30,1,1,-24.768,-8.666,0,,False
2020-06-01,1,1,-52.49,-20.506,71,2.165,True
2020-06-03,0,1,-33.157,-15.314,0,,False
2020-06-06,1,1,-43.016,6.597,4,32.733,True
2020-06-11,0,1,-63.772,-57.902,493,2.165,True
2020-06-15,0,1,-58.76,-46.545,435,2.165,True
2020-06-18,0,1,-66.357,-62.546,493,2.165,True
2020-06-24,1,1,3.724,11.724,0,,False
2020-06-25,1,1,-39.546,-4.236,0,,False
2020-06-26,1,1,-4.496,4.579,0,,False
2020-07-02,0,1,-65.884,-52.235,433,2.165,True
2020-07-08,1,1,-33.563,-5.233,0,,False
2020-07-12,0,1,-0.143,8.756,0,,False
2020-07-23,0,1,-60.735,-47.616,398,2.165,True
2020-07-30,0,1,-28.948,-3.344,0,,False
2020-08-01,0,1,-46.649,-35.479,210,3.756,True
2020-08-08,0,1,-54.593,-23.665,83,3.756,True
2020-08-09,0,1,-70.026,-64.528,493,2.165,True
2020-08-16,0,1,-54.815,-39.378,203,11.127,True
2020-08-17,0,1,-29.95,-6.381,0,,False
2020-08-21,0,1,-60.4,-39.011,274,5.171,True
2020-08-25,0,1,-58.439,5.01,13,44.246,True
2020-08-26,0,1,-55.489,-29.001,65,30.317,True
2020-08-30,0,1,9.087,12.654,0,,False
2020-08-31,1,1,-32.502,2.275,0,,False
2020-09-02,1,1,-68.701,-50.725,455,2.165,True
2020-09-08,1,1,-12.065,3.251,0,,False
2020-09-09,1,1,-58.76,-24.294,154,2.165,True
2020-09-16,0,1,-61.072,-47.36,374,2.165,True
2020-09-17,0,1,-49.792,-9.558,38,36.339,True
2020-09-18,0,1,-37.939,-11.381,0,,False
2020-09-27,0,1,-35.791,-6.113,0,,False
2020-09-29,1,1,-56.864,-15.001,83,14.003,True
2020-10-10,1,1,-54.741,-34.312,188,11.127,True
2020-10-15,0,1,-46.585,-12.117,24,32.22,True
2020-10-17,0,1,-48.922,-22.48,76,3.756,True
2020-10-20,1,1,-74.274,-61.734,493,2.165,True
2020-10-21,1,1,-62.884,-26.132,181,10.731,True
2020-10-27,0,1,14.412,17.299,0,,False
2020-10-31,0,1,8.411,15.826,0,,False
2020-11-05,1,1,-34.176,6.603,0,,False
2020-11-09,0,1,14.855,18.383,0,,False
2020-11-12,0,1,-51.785,-16.373,49,6.728,True
2020-11-26,0,1,-69.307,-52.117,359,2.165,True
2020-11-29,0,1,-8.335,7.163,0,,False
2020-11-30,0,1,-26.528,10.233,0,,False
2020-12-13,0,1,-4.531,5.956,0,,False
2020-12-14,0,1,-1.581,17.016,0,,False
2020-12-29,0,1,8.234,14.377,0,,False
2021-01-13,0,1,-45.953,-5.295,19,32.778,True
2021-01-22,0,1,7.819,13.604,0,,False
2021-01-28,0,1,18.938,23.673,0,,False
2021-02-02,0,1,21.193,23.296,0,,False
2021-02-03,0,1,12.424,16.603,0,,False
2021-02-11,0,1,5.323,22.239,0,,False
2021-02-15,0,1,23.147,25.858,0,,False
2021-02-16,0,1,20.071,24.379,0,,False
2021-02-19,1,1,-21.42,-1.158,0,,False
2021-02-20,1,1,-6.289,9.791,0,,False
2021-02-23,0,1,19.335,20.605,0,,False
2021-02-24,0,1,21.115,23.246,0,,False
2021-02-26,0,1,24.186,26.603,0,,False
2021-03-04,0,1,26.359,28.352,0,,False
2021-03-06,0,1,27.369,31.558,0,,False
2021-03-09,0,1,26.062,29.156,0,,False
2021-03-13,0,1,26.532,29.969,0,,False
2021-03-25,0,1,-38.876,13.989,0,,False
2021-03-28,0,1,-60.4,-30.69,247,2.878,True
2021-03-29,0,1,-61.582,-32.545,163,2.165,True
2021-03-31,0,1,8.735,19.232,0,,False
2021-04-05,0,1,16.768,22.618,0,,False
2021-04-14,1,1,-25.846,-2.237,0,,False
2021-04-15,1,1,-54.741,-16.149,97,2.165,True
2021-04-19,0,1,11.8,20.526,0,,False
2021-04-20,1,1,-2.442,10.28,0,,False
2021-04-21,1,1,-12.931,9.435,0,,False
2021-04-23,1,1,-42.247,0.825,8,14.093,True
2021-04-24,1,1,-22.835,9.156,0,,False
2021-04-29,1,1,16.198,21.491,0,,False
2021-04-30,1,1,-50.813,-14.477,21,9.87,True
2021-05-01,0,1,16.034,21.043,0,,False
2021-05-02,0,1,5.749,12.772,0,,False
2021-05-04,1,1,-0.078,8.855,0,,False
2021-05-07,0,1,2.065,9.735,0,,False
2021-05-10,1,1,-39.043,-6.998,0,,False
2021-05-11,1,1,-34.693,-10.059,0,,False
2021-05-12,1,1,-59.985,-33.62,196,2.165,True
2021-05-13,1,1,-65.603,-12.004,104,22.503,True
2021-05-14,1,1,-52.349,-18.769,6,12.348,True
2021-05-15,0,1,-58.841,-31.383,173,2.165,True
2021-05-17,1,1,-2.309,12.614,0,,False
2021-05-18,1,1,9.583,15.539,0,,False
2021-05-19,1,1,4.926,12.885,0,,False
2021-05-20,1,1,-17.455,-1.001,0,,False
2021-05-21,1,1,-51.297,-13.728,13,39.176,True
2021-05-22,1,1,-60.483,-42.26,330,3.756,True
2021-05-24,0,1,-36.481,-8.221,0,,False
2021-05-25,1,1,-35.266,-17.221,0,,False
2021-05-30,0,1,10.077,15.615,0,,False
2021-06-01,1,1,-15.55,10.45,0,,False
2021-06-02,1,1,-13.845,11.171,0,,False
2021-06-03,1,1,-39.827,-16.79,0,,False
2021-06-04,1,1,-29.137,-0.764,0,,False
2021-06-05,1,1,-58.6,-20.307,110,8.076,True
2021-06-09,0,1,3.413,11.223,0,,False
2021-06-11,0,1,-60.067,-53.554,475,2.165,True
2021-06-21,0,1,1.685,11.432,0,,False
2021-06-24,0,1,-25.936,-2.62,0,,False
2021-06-26,1,1,-58.76,-51.504,463,2.165,True
2021-06-29,0,1,-27.773,8.124,0,,False
2021-06-30,1,1,-13.082,9.561,0,,False
2021-07-04,1,1,-62.272,-57.021,493,2.165,True
2021-07-06,1,1,3.6,8.481,0,,False
2021-07-07,1,1,-38.599,-14.517,0,,False
2021-07-09,1,1,-44.588,-17.629,10,44.132,True
2021-07-22,0,1,-52.704,-34.232,115,13.527,True
2021-07-24,1,1,7.611,9.9,0,,False
2021-07-25,1,1,-34.537,-14.676,0,,False
2021-07-26,0,1,-24.679,-0.562,0,,False
2021-08-01,0,1,-2.775,5.352,0,,False
2021-08-10,0,1,-59.328,-45.587,370,2.165,True
2021-08-19,1,1,-38.158,-0.104,0,,False
2021-08-21,1,1,-67.709,-51.127,371,2.165,True
2021-08-23,1,1,-43.255,-24.889,15,35.075,True
2021-08-26,1,1,-53.422,-32.266,186,12.675,True
2021-08-27,1,1,-45.081,-27.38,50,29.408,True
2021-09-01,1,1,-52.278,-19.604,85,29.369,True
2021-09-12,0,1,-25.62,-13.754,0,,False
2021-09-17,0,1,-13.539,12.821,0,,False
2021-09-19,1,1,-7.801,2.318,0,,False
2021-09-20,1,1,-17.254,1.528,0,,False
2021-09-25,1,1,7.224,9.59,0,,False
2021-09-26,1,1,-60.317,-44.728,364,2.165,True
2021-09-27,1,1,-67.221,-46.415,299,8.461,True
2021-10-01,1,1,-32.452,4.945,0,,False
2021-10-02,1,1,1.621,8.942,0,,False
2021-10-03,1,1,-41.778,-2.984,2,39.82,True
2021-10-04,1,1,-8.156,10.031,0,,False
2021-10-08,1,1,-60.987,-37.226,230,9.345,True
2021-10-09,1,1,-61.157,-38.839,236,7.439,True
2021-10-10,1,1,-17.254,-2.27,0,,False
2021-10-11,1,1,-53.422,-24.233,75,14.003,True
2021-10-12,1,1,-24.946,-6.605,0,,False
2021-10-13,1,1,-1.186,6.514,0,,False
2021-10-15,1,1,-3.513,4.351,0,,False
2021-10-16,1,1,-54.004,-32.26,199,2.165,True
